CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
25017373900,Massachusetts,Middlesex County,1,6373,2485,0,28,0.44,0,0,0,0,1,0,3.8,237984,1,1,1,1,1,0,0,1,2119,4892,2119,113,392,113,4892,76.76,392,6.14,1252,19.64,867,13.6,3991,62.63,72,1.13,713,11.19,1,0.02,2,0.03,112,1.76,132,2.07,103,4.15,13,0.54,2119,33.24,113,1.77,563,8.83,345,5.41,1748,27.43,38,0.6,281,4.41,1,0.02,2,0.03,49,0.76,63,0.99,24,0.97,6,0.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,598,1516,1352,5121,123,969,2,2,156,196,159,19
25017374000,Massachusetts,Middlesex County,1,5237,1721,0,873,16.67,0,0,0,0,0,0,7.5,164375,1,1,1,1,1,0,0,0,2689,3094,2689,256,298,256,3094,59.08,298,5.69,477,9.1,585,11.17,2401,45.84,171,3.27,381,7.28,0,0,7,0.13,133,2.55,148,2.83,78,4.52,64,3.72,2689,51.34,256,4.89,445,8.49,350,6.68,2038,38.92,165,3.15,347,6.64,0,0,7,0.13,131,2.5,143,2.72,54,3.14,47,2.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,481,1045,920,4059,209,777,0,10,182,207,119,116
25017374100,Massachusetts,Middlesex County,1,4647,1914,0,89,1.92,0,0,0,0,0,0,2.6,149545,0,0,0,0,0,0,0,0,NULL,157,NULL,NULL,8,NULL,157,3.38,8,0.18,34,0.73,13,0.28,98,2.12,17,0.36,40,0.87,0,0,0,0,2,0.04,4,0.09,2,0.13,4,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,448,1004,693,3354,183,898,4,6,202,234,135,122
25017374200,Massachusetts,Middlesex County,1,4194,1544,0,0,0,0,0,0,0,0,0,2,194141,0,1,0,1,0,0,0,0,NULL,1464,NULL,NULL,84,NULL,1464,34.9,84,2,397,9.47,185,4.42,1275,30.41,28,0.67,115,2.75,0,0,0,0,45,1.07,39,0.94,8,0.5,6,0.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207,1088,524,3525,102,439,2,3,123,140,36,19
25017374300,Massachusetts,Middlesex County,1,3494,1300,0,2,0.06,0,0,0,0,0,0,2.2,250001,0,1,0,1,0,0,0,0,96,1649,96,4,59,4,1649,47.21,59,1.69,415,11.89,315,9.02,1466,41.97,22,0.63,118,3.38,0,0,1,0.03,42,1.2,29,0.82,58,4.46,4,0.34,96,2.74,4,0.12,1,0.02,92,2.64,92,2.63,3,0.09,1,0.02,0,0,0,0,0,0,2,0.06,15,1.15,1,0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,897,624,3140,41,226,0,2,85,70,92,9
25017374400,Massachusetts,Middlesex County,1,5743,2156,0,160,2.79,0,0,0,0,1,0,5.9,249167,0,1,0,1,0,0,0,1,NULL,2928,NULL,NULL,226,NULL,2928,50.99,226,3.93,747,13,596,10.37,2480,43.18,44,0.77,307,5.35,0,0,1,0.02,96,1.67,94,1.64,119,5.53,106,4.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,478,1492,1108,4959,87,518,1,3,175,179,203,194
25017374500,Massachusetts,Middlesex County,1,4339,1651,0,140,3.23,0,0,0,0,0,0,3.7,166375,0,1,0,1,0,0,0,0,NULL,831,NULL,NULL,73,NULL,831,19.14,73,1.68,222,5.11,150,3.46,703,16.21,23,0.53,72,1.66,0,0,1,0.01,32,0.73,18,0.42,30,1.8,5,0.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,483,1028,718,3554,148,457,0,10,170,217,89,28
25017374600,Massachusetts,Middlesex County,1,4829,1884,0,0,0,0,0,0,0,0,0,2.2,156007,0,1,0,1,0,0,0,0,NULL,4060,NULL,NULL,335,NULL,4060,84.07,335,6.93,927,19.19,520,10.78,3350,69.38,103,2.13,398,8.24,0,0,8,0.16,201,4.17,260,5.37,71,3.76,65,3.44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,417,1109,611,3973,126,472,0,11,247,316,93,77
25017374700,Massachusetts,Middlesex County,1,4477,1788,0,6,0.13,0,0,0,0,0,0,6.7,136250,0,1,0,1,0,0,0,0,35,1660,35,4,219,4,1660,37.07,219,4.89,407,9.08,219,4.9,1276,28.49,43,0.97,283,6.32,0,0,1,0.02,57,1.28,53,1.18,22,1.23,40,2.22,35,0.79,4,0.08,10,0.23,5,0.1,31,0.69,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0.02,1,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,810,1108,572,3601,113,611,0,4,148,168,58,106
25017374800,Massachusetts,Middlesex County,1,4738,1463,0,1269,26.78,0,0,0,0,0,0,2.8,171071,1,1,1,1,1,0,0,0,1267,3387,1267,109,312,109,3387,71.49,312,6.59,583,12.3,598,12.62,2695,56.88,128,2.71,499,10.52,0,0,2,0.05,63,1.33,100,2.11,88,6.02,56,3.84,1267,26.74,109,2.3,286,6.03,233,4.93,991,20.92,54,1.14,202,4.26,0,0,1,0.02,19,0.4,41,0.87,27,1.81,28,1.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,252,818,732,3833,190,607,0,6,102,157,106,74
25017382100,Massachusetts,Middlesex County,1,4911,1801,0,107,2.18,0,0,0,0,0,0,1.1,139773,1,1,1,1,1,0,0,0,1629,2991,1629,30,80,30,2991,60.91,80,1.63,804,16.37,440,8.96,2594,52.82,69,1.41,260,5.3,0,0,0,0,68,1.38,74,1.51,32,1.77,19,1.08,1629,33.16,30,0.62,463,9.44,199,4.06,1397,28.45,48,0.98,142,2.89,0,0,0,0,41,0.84,51,1.03,3,0.17,10,0.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,227,1284,840,4290,98,423,0,1,99,118,95,33
25017382200,Massachusetts,Middlesex County,1,5158,1962,0,60,1.16,0,0,0,0,0,0,3.5,152656,1,1,1,1,1,0,0,0,2369,4266,2369,200,324,200,4266,82.71,324,6.28,1063,20.61,519,10.06,3813,73.92,114,2.21,188,3.64,0,0,8,0.16,144,2.78,139,2.69,8,0.41,26,1.35,2369,45.93,200,3.88,559,10.84,283,5.48,2112,40.95,76,1.47,80,1.56,0,0,7,0.15,93,1.81,76,1.47,2,0.1,15,0.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,352,1277,643,4672,125,205,0,9,147,158,13,33
25017382300,Massachusetts,Middlesex County,1,5568,2108,0,44,0.79,0,0,0,0,0,0,2.3,186786,1,1,1,1,1,0,0,0,5568,5568,5568,570,570,570,5568,100,570,10.24,1452,26.08,787,14.13,5081,91.25,74,1.33,237,4.26,2,0.04,11,0.2,163,2.93,153,2.75,32,1.5,0,0,5568,100,570,10.24,1452,26.08,787,14.13,5081,91.25,74,1.33,237,4.26,2,0.04,11,0.2,163,2.93,153,2.75,32,1.5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,600,1452,787,5081,74,237,2,11,163,153,28,0
25017382400,Massachusetts,Middlesex County,1,4523,1818,0,0,0,0,0,0,0,1,0,2.5,161563,1,1,1,1,1,0,0,1,2206,4116,2206,249,406,249,4116,91.01,406,8.98,1040,22.99,600,13.27,3831,84.7,42,0.92,123,2.72,1,0.02,5,0.11,115,2.54,99,2.19,131,7.18,126,6.93,2206,48.78,249,5.51,521,11.52,283,6.25,2034,44.96,26,0.57,76,1.68,0,0,1,0.03,69,1.53,59,1.3,78,4.28,67,3.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,492,1145,658,4225,42,132,1,5,118,105,159,153
25017382500,Massachusetts,Middlesex County,1,4418,1835,0,25,0.57,0,0,0,0,0,0,2.7,141025,0,1,0,1,0,0,0,0,161,3647,161,29,351,29,3647,82.56,351,7.94,799,18.08,445,10.07,3194,72.28,86,1.94,250,5.65,0,0,1,0.02,117,2.66,123,2.79,64,3.48,26,1.44,161,3.64,29,0.67,25,0.57,14,0.31,144,3.27,2,0.04,10,0.24,0,0,0,0,4,0.1,5,0.1,11,0.61,1,0.08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,453,992,526,3888,114,270,1,3,142,142,81,35
25017382601,Massachusetts,Middlesex County,1,4269,2185,0,117,2.74,0,0,0,0,1,0,4.4,109439,0,1,0,1,0,0,0,1,NULL,3581,NULL,NULL,653,NULL,3581,83.87,653,15.3,589,13.8,253,5.93,2528,59.21,114,2.68,731,17.12,1,0.02,4,0.09,203,4.75,156,3.66,108,4.94,42,1.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,885,738,381,3064,146,805,1,5,248,198,113,51
25017382602,Massachusetts,Middlesex County,1,4159,1697,0,1,0.02,0,0,0,0,0,0,3.7,150313,0,1,0,1,0,0,0,0,NULL,2449,NULL,NULL,222,NULL,2449,58.89,222,5.34,547,13.16,441,10.6,2077,49.94,60,1.43,217,5.21,5,0.11,7,0.18,84,2.02,79,1.9,58,3.43,52,3.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,437,963,789,3602,93,314,5,8,137,120,152,98
25017383101,Massachusetts,Middlesex County,1,4217,1238,0,864,20.49,0,1,0,0,0,1,25.9,41729,0,1,0,1,0,0,0,0,94,2005,94,48,1055,48,2005,47.54,1055,25.03,299,7.1,46,1.08,1155,27.38,214,5.07,36,0.85,15,0.36,5,0.13,580,13.76,343,8.14,87,7.03,78,6.3,94,2.22,48,1.14,15,0.36,2,0.04,47,1.12,9,0.21,3,0.07,0,0.01,0,0,35,0.82,15,0.35,6,0.45,4,0.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1949,741,190,2293,383,62,27,26,1426,1143,216,240
25017383102,Massachusetts,Middlesex County,1,4923,1742,0,0,0,0,1,0,0,0,1,22.5,40027,0,1,0,1,0,0,0,0,35,1210,35,19,618,19,1210,24.58,618,12.55,389,7.91,110,2.23,654,13.28,179,3.63,24,0.49,0,0,6,0.12,348,7.06,459,9.33,61,3.5,109,6.28,35,0.71,19,0.38,10,0.2,4,0.08,26,0.52,2,0.05,0,0,0,0,0,0,7,0.15,5,0.1,2,0.1,3,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2972,1525,273,2310,704,63,3,21,1822,2353,293,525
25017383200,Massachusetts,Middlesex County,1,6046,2047,0,231,3.82,1,1,1,1,1,1,12.5,72568,1,1,1,1,1,0,0,1,634,3701,634,215,1082,215,3701,61.21,1082,17.9,838,13.86,512,8.48,2380,39.36,236,3.91,149,2.46,1,0.02,19,0.32,916,15.15,768,12.7,145,7.09,192,9.37,634,10.48,215,3.55,176,2.91,54,0.89,393,6.5,47,0.77,64,1.06,0,0,6,0.1,124,2.05,99,1.64,24,1.18,31,1.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1734,1384,654,3609,387,183,2,40,1825,1576,250,355
25017383300,Massachusetts,Middlesex County,1,3042,1298,0,296,9.73,0,0,0,0,1,0,7.4,90781,0,1,0,1,0,0,0,1,100,2218,100,11,438,11,2218,72.93,438,14.4,376,12.36,629,20.69,1675,55.07,108,3.56,94,3.1,1,0.03,6,0.18,334,10.98,223,7.32,186,14.34,35,2.69,100,3.3,11,0.36,18,0.58,20,0.67,68,2.22,16,0.54,7,0.24,0,0,0,0,9,0.29,6,0.2,7,0.57,2,0.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,605,524,662,2105,165,115,1,12,644,352,287,52
25017383400,Massachusetts,Middlesex County,1,5540,2168,0,204,3.68,0,1,0,0,0,1,12.4,83841,0,1,0,1,0,0,0,0,NULL,2086,NULL,NULL,519,NULL,2086,37.66,519,9.37,432,7.8,213,3.85,1445,26.09,128,2.32,152,2.75,0,0,2,0.04,358,6.46,289,5.22,31,1.43,88,4.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1973,1090,512,3378,437,311,3,30,1381,942,108,242
25017383501,Massachusetts,Middlesex County,1,4259,1989,0,15,0.35,0,1,0,1,1,1,15.1,81225,0,1,0,1,0,0,0,1,NULL,1908,NULL,NULL,733,NULL,1908,44.8,733,17.2,400,9.39,337,7.9,1322,31.03,116,2.72,146,3.43,2,0.04,5,0.11,318,7.47,300,7.05,133,6.67,210,10.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1915,867,726,2721,284,482,2,16,754,607,312,542
25017383502,Massachusetts,Middlesex County,1,3773,1024,0,1503,39.84,0,0,0,0,0,0,8.5,152917,0,1,0,1,0,0,0,0,NULL,1088,NULL,NULL,135,NULL,1088,28.84,135,3.57,143,3.79,136,3.59,936,24.82,48,1.27,38,1,0,0,2,0.06,64,1.69,61,1.62,10,0.94,26,2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,235,409,381,3117,178,155,0,6,317,271,38,86
25017383600,Massachusetts,Middlesex County,1,6138,2398,0,437,7.12,0,0,0,0,0,0,7.5,98958,0,1,0,1,0,0,0,0,0,1067,0,0,193,0,1067,17.38,193,3.14,200,3.26,237,3.87,862,14.05,44,0.71,95,1.56,0,0.01,0,0,64,1.05,53,0.86,67,2.8,16,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1205,1167,1180,4646,402,485,1,11,593,455,281,101
25017383700,Massachusetts,Middlesex County,1,5213,2053,0,6,0.12,0,0,0,0,0,0,3.2,140421,1,1,1,1,1,0,0,0,1746,4477,1746,301,675,301,4477,85.88,675,12.95,1020,19.57,704,13.51,3688,70.74,186,3.57,239,4.58,3,0.06,3,0.06,358,6.88,332,6.37,83,4.02,87,4.26,1746,33.49,301,5.78,407,7.81,273,5.24,1497,28.71,76,1.46,82,1.58,3,0.06,1,0.02,86,1.65,109,2.1,38,1.85,35,1.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,614,1172,839,4296,207,295,3,3,409,361,88,106
